User_ID,n,coop_rate,H_D,H_D|g,H_D|TS,I_D;g,I_D;TS,phenotype_entropy,phenotype_kmeans
2,14,0.2857142857142857,0.863120568566631,0.39355535745192405,0.0,0.46956521111470695,0.863120568566631,Envious,Envious
3,14,0.9285714285714286,0.3712323266408755,0.2578314624597723,0.0,0.11340086418110323,0.3712323266408755,Trustful,Trustful
4,14,0.6428571428571429,0.9402859586706311,0.590333036177886,0.0,0.3499529224927451,0.9402859586706311,Pessimist,Pessimist
5,14,0.6428571428571429,0.9402859586706311,0.23179374984546652,0.0,0.7084922088251646,0.9402859586706311,Optimist,
6,14,0.2857142857142857,0.863120568566631,0.6864028910312008,0.0,0.17671767753543022,0.863120568566631,Envious,Undefined
7,14,0.07142857142857142,0.37123232664087563,0.14285714285714285,0.0,0.22837518378373278,0.37123232664087563,Envious,Envious
8,14,0.5714285714285714,0.9852281360342515,0.6792696431662097,0.0,0.3059584928680418,0.9852281360342515,Optimist,Optimist
9,14,0.2857142857142857,0.863120568566631,0.46358749969093305,0.0,0.39953306887569795,0.863120568566631,Envious,Envious
10,14,0.5,1.0,0.5175080355597522,0.0,0.4824919644402478,1.0,Envious,Optimist
11,14,0.5,1.0,0.6324823551623817,0.0,0.3675176448376183,1.0,Envious,Undefined
18,14,0.42857142857142855,0.9852281360342515,0.74032342690002,0.14285714285714285,0.24490470913423157,0.8423709931771086,Envious,
19,14,0.5,1.0,0.5175080355597522,0.0,0.4824919644402478,1.0,Optimist,Optimist
20,14,0.6428571428571429,0.9402859586706311,0.6792696431662097,0.0,0.2610163155044214,0.9402859586706311,Undefined,Optimist
22,14,0.21428571428571427,0.74959525725948,0.0,0.0,0.74959525725948,0.74959525725948,Envious,
23,14,0.5714285714285714,0.9852281360342515,0.5175080355597522,0.0,0.4677201004744993,0.9852281360342515,Optimist,Optimist
24,14,0.35714285714285715,0.9402859586706311,0.3746508927026094,0.14285714285714285,0.5656350659680218,0.7974288158134883,Pessimist,Pessimist
25,14,0.5,1.0,0.3746508927026094,0.0,0.6253491072973907,1.0,Optimist,Optimist
26,14,0.21428571428571427,0.74959525725948,0.2857142857142857,0.0,0.46388097154519425,0.74959525725948,Envious,
27,13,0.46153846153846156,0.9957274520849255,0.3657605770894976,0.0,0.6299668749954279,0.9957274520849255,Optimist,Optimist
28,14,0.9285714285714286,0.3712323266408755,0.29583638929116374,0.0,0.07539593734971178,0.3712323266408755,Trustful,Trustful
29,14,0.6428571428571429,0.9402859586706311,0.6064446425480758,0.0,0.3338413161225553,0.9402859586706311,Undefined,Optimist
30,14,0.21428571428571427,0.74959525725948,0.3396348215831049,0.0,0.4099604356763751,0.74959525725948,Envious,Envious
31,14,0.6428571428571429,0.9402859586706311,0.19677767872596202,0.0,0.7435082799446691,0.9402859586706311,Pessimist,Pessimist
32,17,0.8235294117647058,0.672294817075638,0.11764705882352941,0.0,0.5546477582521085,0.672294817075638,Trustful,Trustful
33,17,0.5294117647058824,0.9975025463691152,0.1620522060096158,0.0,0.8354503403594994,0.9975025463691152,Pessimist,Pessimist
34,17,0.5882352941176471,0.9774178175281716,0.39734632365667466,0.0,0.5800714938714969,0.9774178175281716,Optimist,Optimist
35,17,0.5882352941176471,0.9774178175281716,0.5652729690845183,0.0,0.4121448484436533,0.9774178175281716,Pessimist,Pessimist
37,17,0.5294117647058824,0.9975025463691152,0.6887944673262757,0.0,0.3087080790428395,0.9975025463691152,Pessimist,Pessimist
38,17,0.23529411764705882,0.7871265862012691,0.47058823529411764,0.0,0.31653835090715143,0.7871265862012691,Envious,Envious
40,17,0.35294117647058826,0.9366673818775626,0.7717303222802205,0.11764705882352941,0.16493705959734206,0.8190203230540332,Pessimist,Pessimist
41,17,0.47058823529411764,0.9975025463691152,0.5652729690845184,0.0,0.43222957728459677,0.9975025463691152,Pessimist,Pessimist
42,17,0.4117647058823529,0.9774178175281716,0.7502875001272629,0.11764705882352941,0.22713031740090872,0.8597707587046421,Envious,Pessimist
43,17,0.35294117647058826,0.9366673818775626,0.47304964588037746,0.0,0.46361773599718514,0.9366673818775626,Envious,Envious
45,17,0.7058823529411765,0.8739810481273578,0.5364362046331617,0.0,0.3375448434941961,0.8739810481273578,Trustful,Trustful
47,16,0.625,0.954434002924965,0.45281953111478324,0.0,0.5016144718101818,0.954434002924965,Optimist,Optimist
48,16,0.625,0.954434002924965,0.375,0.0,0.579434002924965,0.954434002924965,Pessimist,Pessimist
49,16,0.6875,0.8960382325345574,0.6721804688852168,0.0,0.22385776364934062,0.8960382325345574,Trustful,Trustful
51,16,0.6875,0.8960382325345574,0.7971804688852168,0.0,0.09885776364934062,0.8960382325345574,Trustful,Trustful
52,16,0.625,0.954434002924965,0.375,0.0,0.579434002924965,0.954434002924965,Undefined,Trustful
53,16,0.4375,0.9886994082884974,0.3443609377704336,0.0,0.6443384705180639,0.9886994082884974,Pessimist,Pessimist
54,16,0.25,0.8112781244591328,0.446577939232916,0.0,0.36470018522621683,0.8112781244591328,Envious,Envious
55,16,0.4375,0.9886994082884974,0.5943609377704335,0.0,0.3943384705180639,0.9886994082884974,Envious,
56,16,0.5,1.0,0.5,0.0,0.5,1.0,Pessimist,Pessimist
57,16,0.5625,0.9886994082884974,0.4284220607670839,0.0,0.5602773475214136,0.9886994082884974,Optimist,Optimist
58,16,0.3125,0.8960382325345574,0.30342206076708395,0.0,0.5926161717674734,0.8960382325345574,Envious,Undefined
59,16,0.3125,0.8960382325345574,0.43103730951498503,0.0,0.46500092301957235,0.8960382325345574,Envious,
60,16,0.75,0.8112781244591328,0.5088568406297682,0.0,0.3024212838293646,0.8112781244591328,Trustful,Optimist
61,16,0.625,0.954434002924965,0.6006025296523008,0.0,0.3538314732726643,0.954434002924965,Undefined,Trustful
62,14,0.2857142857142857,0.863120568566631,0.19677767872596202,0.0,0.6663428898406689,0.863120568566631,Envious,Envious
63,14,0.5,1.0,0.857142857142857,0.14285714285714285,0.14285714285714302,0.8571428571428572,Undefined,Pessimist
64,14,0.5714285714285714,0.9852281360342515,0.7753394980195245,0.0,0.209888638014727,0.9852281360342515,Undefined,
65,14,0.2857142857142857,0.863120568566631,0.5974662840428772,0.19677767872596202,0.26565428452375384,0.6663428898406689,Pessimist,
66,12,0.5,1.0,0.571229414356112,0.16666666666666666,0.42877058564388804,0.8333333333333334,Undefined,Trustful
67,14,0.9285714285714286,0.3712323266408755,0.14285714285714285,0.0,0.22837518378373267,0.3712323266408755,Trustful,Trustful
68,14,0.7857142857142857,0.74959525725948,0.543545748174058,0.0,0.20604950908542197,0.74959525725948,Trustful,
69,14,0.35714285714285715,0.9402859586706311,0.19677767872596202,0.0,0.7435082799446691,0.9402859586706311,Optimist,Envious
70,14,0.8571428571428571,0.5916727785823275,0.4315602842833155,0.14285714285714285,0.16011249429901198,0.4488156357251846,Trustful,
71,15,0.4,0.9709505944546686,0.5642928964473436,0.0,0.406657698007325,0.9709505944546686,Envious,Envious
72,15,0.7333333333333333,0.8366407419411672,0.36731833362179583,0.13333333333333333,0.4693224083193714,0.7033074086078339,Trustful,Undefined
73,15,0.8,0.7219280948873623,0.4243018651066853,0.13333333333333333,0.297626229780677,0.588594761554029,Trustful,Trustful
74,15,0.26666666666666666,0.8366407419411672,0.0,0.0,0.8366407419411672,0.8366407419411672,Envious,Envious
75,15,0.5333333333333333,0.9967916319816366,0.6843108337660271,0.13333333333333333,0.3124807982156095,0.8634582986483033,Undefined,Trustful
76,15,0.6,0.9709505944546686,0.507309364962454,0.0,0.46364122949221453,0.9709505944546686,Pessimist,Trustful
77,15,0.06666666666666667,0.35335933502142136,0.0,0.0,0.35335933502142136,0.35335933502142136,Envious,Envious
78,15,0.4666666666666667,0.9967916319816366,0.2899010363731181,0.0,0.7068905956085185,0.9967916319816366,Envious,Envious
79,15,0.2,0.7219280948873623,0.0,0.0,0.7219280948873623,0.7219280948873623,Envious,Envious
80,15,0.5333333333333333,0.9967916319816366,0.616340833189102,0.0,0.3804507987925345,0.9967916319816366,Undefined,Optimist
81,15,0.6666666666666666,0.9182958340544896,0.507309364962454,0.0,0.4109864690920355,0.9182958340544896,Trustful,Optimist
82,15,0.26666666666666666,0.8366407419411672,0.37397603162912074,0.0,0.4626647103120465,0.8366407419411672,Undefined,Undefined
83,15,0.8666666666666667,0.5665095065529052,0.4,0.0,0.1665095065529052,0.5665095065529052,Trustful,Trustful
84,15,0.4,0.9709505944546686,0.507309364962454,0.0,0.46364122949221453,0.9709505944546686,Envious,Envious
85,15,0.2,0.7219280948873623,0.0,0.0,0.7219280948873623,0.7219280948873623,Optimist,Envious
86,18,0.3333333333333333,0.9182958340544896,0.8035774137061198,0.1111111111111111,0.11471842034836977,0.8071847229433784,Envious,Envious
87,18,0.3888888888888889,0.964078764808229,0.5974937501201927,0.0,0.3665850146880363,0.964078764808229,Envious,Envious
88,18,0.3888888888888889,0.964078764808229,0.8616541669070521,0.0,0.10242459790117686,0.964078764808229,Optimist,Undefined
89,18,0.9444444444444444,0.3095434291503253,0.1111111111111111,0.0,0.19843231803921418,0.3095434291503253,Trustful,Trustful
90,18,1.0,0.0,0.0,0.0,0.0,0.0,Trustful,Trustful
91,18,0.16666666666666666,0.6500224216483541,0.0,0.0,0.6500224216483541,0.6500224216483541,Envious,Envious
92,18,0.3888888888888889,0.964078764808229,0.44999252611721524,0.1111111111111111,0.5140862386910137,0.8529676536971178,Optimist,Optimist
93,18,0.2222222222222222,0.7642045065086203,0.2005355819131562,0.15304930567574826,0.563668924595464,0.611155200832872,Envious,Envious
95,18,0.6111111111111112,0.964078764808229,0.7086048612313038,0.0,0.2554739035769251,0.964078764808229,Optimist,Optimist
96,18,0.4444444444444444,0.9910760598382222,0.6270531376557194,0.0,0.3640229221825029,0.9910760598382222,Optimist,Optimist
97,18,0.5555555555555556,0.9910760598382222,0.6394319446848298,0.0,0.35164411515339244,0.9910760598382222,Optimist,Optimist
98,18,0.2222222222222222,0.7642045065086203,0.6232933860485347,0.1111111111111111,0.14091112046008558,0.6530933953975091,Envious,Envious
