User_ID,n_decisions,match_Trustful,H_mismatch_Trustful,match_Optimist,H_mismatch_Optimist,match_Pessimist,H_mismatch_Pessimist,match_Envious,H_mismatch_Envious,phenotype_entropy,Age,Gender,kmeans_cluster,phenotype_kmeans
2,14,0.2857142857142857,0.863120568566631,0.7142857142857143,0.863120568566631,0.6428571428571429,0.9402859586706311,1.0,0.0,Envious,50,h,4,Envious
3,14,0.9285714285714286,0.3712323266408755,0.6428571428571429,0.9402859586706311,0.35714285714285715,0.9402859586706311,0.21428571428571427,0.74959525725948,Trustful,46,h,3,Trustful
4,14,0.6428571428571429,0.9402859586706311,0.5714285714285714,0.9852281360342515,0.7142857142857143,0.863120568566631,0.6428571428571429,0.9402859586706311,Pessimist,40,d,1,Pessimist
6,14,0.2857142857142857,0.863120568566631,0.5,1.0,0.5,1.0,0.8571428571428571,0.5916727785823275,Envious,11,h,0,Undefined
7,14,0.07142857142857142,0.3712323266408755,0.5714285714285714,0.9852281360342515,0.7142857142857143,0.863120568566631,1.0,0.0,Envious,40,h,4,Envious
8,14,0.5714285714285714,0.9852281360342515,0.7142857142857143,0.863120568566631,0.5,1.0,0.5,1.0,Optimist,11,h,2,Optimist
9,14,0.2857142857142857,0.863120568566631,0.5714285714285714,0.9852281360342515,0.7142857142857143,0.863120568566631,0.8571428571428571,0.5916727785823275,Envious,45,h,4,Envious
10,14,0.5,1.0,0.7142857142857143,0.863120568566631,0.5714285714285714,0.9852281360342515,0.7857142857142857,0.74959525725948,Envious,10,h,2,Optimist
11,14,0.5,1.0,0.5714285714285714,0.9852281360342515,0.5,1.0,0.7142857142857143,0.863120568566631,Envious,39,h,0,Undefined
19,14,0.5,1.0,0.7857142857142857,0.74959525725948,0.5,1.0,0.5714285714285714,0.9852281360342515,Optimist,53,d,2,Optimist
20,14,0.6428571428571429,0.9402859586706311,0.6428571428571429,0.9402859586706311,0.5714285714285714,0.9852281360342515,0.42857142857142855,0.9852281360342515,Undefined,69,h,2,Optimist
23,14,0.5714285714285714,0.9852281360342515,0.7142857142857143,0.863120568566631,0.42857142857142855,0.9852281360342515,0.5,1.0,Optimist,27,h,2,Optimist
24,14,0.35714285714285715,0.9402859586706311,0.5714285714285714,0.9852281360342515,0.7857142857142857,0.74959525725948,0.7142857142857143,0.863120568566631,Pessimist,33,h,1,Pessimist
25,14,0.5,1.0,0.8571428571428571,0.5916727785823275,0.6428571428571429,0.9402859586706311,0.5714285714285714,0.9852281360342515,Optimist,33,d,2,Optimist
27,13,0.46153846153846156,0.9957274520849255,0.8461538461538461,0.6193821946787638,0.3076923076923077,0.8904916402194913,0.6923076923076923,0.8904916402194913,Optimist,68,d,2,Optimist
28,14,0.9285714285714286,0.3712323266408755,0.35714285714285715,0.9402859586706311,0.5,1.0,0.14285714285714285,0.5916727785823273,Trustful,19,h,3,Trustful
29,14,0.6428571428571429,0.9402859586706311,0.6428571428571429,0.9402859586706311,0.42857142857142855,0.9852281360342515,0.5,1.0,Undefined,19,h,2,Optimist
30,14,0.21428571428571427,0.74959525725948,0.5,1.0,0.5714285714285714,0.9852281360342515,0.9285714285714286,0.3712323266408755,Envious,15,h,4,Envious
31,14,0.6428571428571429,0.9402859586706311,0.6428571428571429,0.9402859586706311,0.7857142857142857,0.74959525725948,0.5714285714285714,0.9852281360342515,Pessimist,15,h,1,Pessimist
32,17,0.8235294117647058,0.672294817075638,0.7058823529411765,0.8739810481273578,0.6470588235294118,0.9366673818775626,0.4117647058823529,0.9774178175281716,Trustful,45,h,3,Trustful
33,17,0.5294117647058824,0.9975025463691152,0.7647058823529411,0.7871265862012691,0.8235294117647058,0.672294817075638,0.6470588235294118,0.9366673818775626,Pessimist,40,h,1,Pessimist
34,17,0.5882352941176471,0.9774178175281716,0.8235294117647058,0.672294817075638,0.6470588235294118,0.9366673818775626,0.7058823529411765,0.8739810481273578,Optimist,33,h,2,Optimist
35,17,0.5882352941176471,0.9774178175281716,0.5294117647058824,0.9975025463691152,0.8235294117647058,0.672294817075638,0.5882352941176471,0.9774178175281716,Pessimist,35,d,1,Pessimist
37,17,0.5294117647058824,0.9975025463691152,0.47058823529411764,0.9975025463691152,0.7058823529411765,0.8739810481273578,0.5882352941176471,0.9774178175281716,Pessimist,27,d,1,Pessimist
38,17,0.23529411764705882,0.7871265862012691,0.5294117647058824,0.9975025463691152,0.7647058823529411,0.7871265862012691,0.8823529411764706,0.5225593745369408,Envious,28,h,4,Envious
40,17,0.35294117647058826,0.9366673818775626,0.5294117647058824,0.9975025463691152,0.7058823529411765,0.8739810481273578,0.7058823529411765,0.8739810481273578,Pessimist,10,d,1,Pessimist
41,17,0.47058823529411764,0.9975025463691152,0.6470588235294118,0.9366673818775626,0.7058823529411765,0.8739810481273578,0.7058823529411765,0.8739810481273578,Pessimist,10,d,1,Pessimist
42,17,0.4117647058823529,0.9774178175281716,0.5294117647058824,0.9975025463691152,0.7058823529411765,0.8739810481273578,0.7647058823529411,0.7871265862012691,Envious,10,h,1,Pessimist
43,17,0.35294117647058826,0.9366673818775626,0.8235294117647058,0.672294817075638,0.5882352941176471,0.9774178175281716,0.8823529411764706,0.5225593745369408,Envious,10,d,4,Envious
45,17,0.7058823529411765,0.8739810481273578,0.7058823529411765,0.8739810481273578,0.5294117647058824,0.9975025463691152,0.4117647058823529,0.9774178175281716,Trustful,50,h,3,Trustful
47,16,0.625,0.954434002924965,0.8125,0.6962122601251458,0.5625,0.9886994082884974,0.5,1.0,Optimist,45,h,2,Optimist
48,16,0.625,0.954434002924965,0.75,0.8112781244591328,0.8125,0.6962122601251458,0.75,0.8112781244591328,Pessimist,27,h,1,Pessimist
49,16,0.6875,0.8960382325345574,0.5,1.0,0.5,1.0,0.375,0.954434002924965,Trustful,32,h,3,Trustful
51,16,0.6875,0.8960382325345574,0.5,1.0,0.5,1.0,0.375,0.954434002924965,Trustful,10,d,3,Trustful
52,16,0.625,0.954434002924965,0.625,0.954434002924965,0.375,0.954434002924965,0.5625,0.9886994082884974,Undefined,30,d,3,Trustful
53,16,0.4375,0.9886994082884974,0.4375,0.9886994082884974,0.8125,0.6962122601251458,0.625,0.954434002924965,Pessimist,26,h,1,Pessimist
54,16,0.25,0.8112781244591328,0.625,0.954434002924965,0.625,0.954434002924965,0.875,0.5435644431995964,Envious,43,h,4,Envious
56,16,0.5,1.0,0.5625,0.9886994082884974,0.75,0.8112781244591328,0.75,0.8112781244591328,Pessimist,31,h,1,Pessimist
57,16,0.5625,0.9886994082884974,0.875,0.5435644431995964,0.5625,0.9886994082884974,0.6875,0.8960382325345574,Optimist,33,h,2,Optimist
58,16,0.3125,0.8960382325345574,0.625,0.954434002924965,0.4375,0.9886994082884974,0.8125,0.6962122601251458,Envious,10,d,0,Undefined
60,16,0.75,0.8112781244591328,0.75,0.8112781244591328,0.4375,0.9886994082884974,0.5,1.0,Trustful,17,h,2,Optimist
61,16,0.625,0.954434002924965,0.375,0.954434002924965,0.5625,0.9886994082884974,0.5,1.0,Undefined,16,h,3,Trustful
62,14,0.2857142857142857,0.863120568566631,0.7142857142857143,0.863120568566631,0.7857142857142857,0.74959525725948,0.8571428571428571,0.5916727785823275,Envious,40,h,4,Envious
63,14,0.5,1.0,0.5714285714285714,0.9852281360342515,0.5714285714285714,0.9852281360342515,0.5714285714285714,0.9852281360342515,Undefined,10,d,1,Pessimist
66,12,0.5,1.0,0.5,1.0,0.4166666666666667,0.9798687566511529,0.4166666666666667,0.9798687566511529,Undefined,45,d,3,Trustful
67,14,0.9285714285714286,0.3712323266408755,0.21428571428571427,0.74959525725948,0.42857142857142855,0.9852281360342515,0.07142857142857142,0.3712323266408755,Trustful,34,d,3,Trustful
69,14,0.35714285714285715,0.9402859586706311,0.8571428571428571,0.5916727785823275,0.7857142857142857,0.74959525725948,0.8571428571428571,0.5916727785823275,Optimist,10,d,4,Envious
71,15,0.4,0.9709505944546686,0.6666666666666666,0.9182958340544896,0.7333333333333333,0.8366407419411672,0.8666666666666667,0.5665095065529052,Envious,12,h,4,Envious
72,15,0.7333333333333333,0.8366407419411672,0.6666666666666666,0.9182958340544896,0.26666666666666666,0.8366407419411672,0.4,0.9709505944546686,Trustful,42,d,0,Undefined
73,15,0.8,0.7219280948873623,0.4,0.9709505944546686,0.2,0.7219280948873623,0.13333333333333333,0.5665095065529052,Trustful,11,h,3,Trustful
74,15,0.26666666666666666,0.8366407419411672,0.6,0.9709505944546686,0.9333333333333333,0.3533593350214213,1.0,0.0,Envious,46,d,4,Envious
75,15,0.5333333333333333,0.9967916319816366,0.5333333333333333,0.9967916319816366,0.6,0.9709505944546686,0.4666666666666667,0.9967916319816366,Undefined,10,h,3,Trustful
76,15,0.6,0.9709505944546686,0.6,0.9709505944546686,0.6666666666666666,0.9182958340544896,0.4666666666666667,0.9967916319816366,Pessimist,11,h,3,Trustful
77,15,0.06666666666666667,0.3533593350214213,0.7333333333333333,0.8366407419411672,0.7333333333333333,0.8366407419411672,1.0,0.0,Envious,11,h,4,Envious
78,15,0.4666666666666667,0.9967916319816366,0.8666666666666667,0.5665095065529052,0.8666666666666667,0.5665095065529052,1.0,0.0,Envious,10,h,4,Envious
79,15,0.2,0.7219280948873623,0.8,0.7219280948873623,0.8666666666666667,0.5665095065529052,0.9333333333333333,0.3533593350214213,Envious,10,d,4,Envious
80,15,0.5333333333333333,0.9967916319816366,0.6,0.9709505944546686,0.5333333333333333,0.9967916319816366,0.4666666666666667,0.9967916319816366,Undefined,35,d,2,Optimist
81,15,0.6666666666666666,0.9182958340544896,0.4666666666666667,0.9967916319816366,0.4666666666666667,0.9967916319816366,0.5333333333333333,0.9967916319816366,Trustful,40,h,2,Optimist
82,15,0.26666666666666666,0.8366407419411672,0.4,0.9709505944546686,0.3333333333333333,0.9182958340544896,0.5333333333333333,0.9967916319816366,Undefined,39,h,0,Undefined
83,15,0.8666666666666667,0.5665095065529052,0.4,0.9709505944546686,0.3333333333333333,0.9182958340544896,0.26666666666666666,0.8366407419411672,Trustful,53,h,3,Trustful
84,15,0.4,0.9709505944546686,0.6,0.9709505944546686,0.6666666666666666,0.9182958340544896,0.7333333333333333,0.8366407419411672,Envious,39,h,4,Envious
85,15,0.2,0.7219280948873623,0.9333333333333333,0.3533593350214213,0.6,0.9709505944546686,0.9333333333333333,0.3533593350214213,Optimist,38,d,4,Envious
86,18,0.3333333333333333,0.9182958340544896,0.5555555555555556,0.9910760598382222,0.6111111111111112,0.964078764808229,0.7777777777777778,0.7642045065086203,Envious,11,d,4,Envious
87,18,0.3888888888888889,0.964078764808229,0.5,1.0,0.6111111111111112,0.964078764808229,0.7777777777777778,0.7642045065086203,Envious,43,h,4,Envious
88,18,0.3888888888888889,0.964078764808229,0.6666666666666666,0.9182958340544896,0.5555555555555556,0.9910760598382222,0.6111111111111112,0.964078764808229,Optimist,10,h,0,Undefined
89,18,0.9444444444444444,0.3095434291503253,0.5555555555555556,0.9910760598382222,0.4444444444444444,0.9910760598382222,0.2777777777777778,0.8524051786494786,Trustful,49,h,3,Trustful
90,18,1.0,0.0,0.3333333333333333,0.9182958340544896,0.4444444444444444,0.9910760598382222,0.05555555555555555,0.3095434291503253,Trustful,10,h,3,Trustful
91,18,0.16666666666666666,0.6500224216483541,0.8888888888888888,0.5032583347756459,0.6111111111111112,0.964078764808229,0.9444444444444444,0.3095434291503253,Envious,10,h,4,Envious
92,18,0.3888888888888889,0.964078764808229,0.8333333333333334,0.6500224216483541,0.5,1.0,0.7222222222222222,0.8524051786494786,Optimist,10,h,2,Optimist
93,18,0.2222222222222222,0.7642045065086203,0.6666666666666666,0.9182958340544896,0.6666666666666666,0.9182958340544896,0.9444444444444444,0.3095434291503253,Envious,50,d,4,Envious
95,18,0.6111111111111112,0.964078764808229,0.6666666666666666,0.9182958340544896,0.5,1.0,0.5555555555555556,0.9910760598382222,Optimist,33,d,2,Optimist
96,18,0.4444444444444444,0.9910760598382222,0.7222222222222222,0.8524051786494786,0.5555555555555556,0.9910760598382222,0.6666666666666666,0.9182958340544896,Optimist,32,h,2,Optimist
97,18,0.5555555555555556,0.9910760598382222,0.6666666666666666,0.9182958340544896,0.6111111111111112,0.964078764808229,0.6666666666666666,0.9182958340544896,Optimist,36,h,2,Optimist
98,18,0.2222222222222222,0.7642045065086203,0.6666666666666666,0.9182958340544896,0.6111111111111112,0.964078764808229,0.8333333333333334,0.6500224216483541,Envious,32,d,4,Envious
99,18,0.4444444444444444,0.9910760598382222,0.6111111111111112,0.964078764808229,0.6111111111111112,0.964078764808229,0.3888888888888889,0.964078764808229,Undefined,34,h,2,Optimist
100,18,0.16666666666666666,0.6500224216483541,0.7222222222222222,0.8524051786494786,0.7222222222222222,0.8524051786494786,1.0,0.0,Envious,35,h,4,Envious
101,18,0.5,1.0,0.5555555555555556,0.9910760598382222,0.6666666666666666,0.9182958340544896,0.6111111111111112,0.964078764808229,Pessimist,19,h,1,Pessimist
102,18,0.4444444444444444,0.9910760598382222,0.6111111111111112,0.964078764808229,0.5555555555555556,0.9910760598382222,0.6666666666666666,0.9182958340544896,Envious,19,h,4,Envious
103,18,0.2222222222222222,0.7642045065086203,0.7777777777777778,0.7642045065086203,0.7222222222222222,0.8524051786494786,0.9444444444444444,0.3095434291503253,Envious,44,d,4,Envious
104,17,0.29411764705882354,0.873981048127358,0.7058823529411765,0.8739810481273578,0.8235294117647058,0.672294817075638,0.9411764705882353,0.3227569588973983,Envious,40,d,4,Envious
105,17,0.4117647058823529,0.9774178175281716,0.7058823529411765,0.8739810481273578,0.7058823529411765,0.8739810481273578,0.8235294117647058,0.672294817075638,Envious,41,h,4,Envious
106,17,0.4117647058823529,0.9774178175281716,0.5882352941176471,0.9774178175281716,0.7647058823529411,0.7871265862012691,0.7058823529411765,0.8739810481273578,Pessimist,32,h,1,Pessimist
107,17,0.29411764705882354,0.873981048127358,0.4117647058823529,0.9774178175281716,0.47058823529411764,0.9975025463691152,0.6470588235294118,0.9366673818775626,Undefined,64,h,0,Undefined
108,17,0.6470588235294118,0.9366673818775626,0.6470588235294118,0.9366673818775626,0.5294117647058824,0.9975025463691152,0.4117647058823529,0.9774178175281716,Undefined,30,d,2,Optimist
109,17,0.5294117647058824,0.9975025463691152,0.47058823529411764,0.9975025463691152,0.6470588235294118,0.9366673818775626,0.5882352941176471,0.9774178175281716,Undefined,57,d,1,Pessimist
111,17,0.47058823529411764,0.9975025463691152,0.6470588235294118,0.9366673818775626,0.6470588235294118,0.9366673818775626,0.5294117647058824,0.9975025463691152,Undefined,42,h,2,Optimist
112,17,0.5294117647058824,0.9975025463691152,0.6470588235294118,0.9366673818775626,0.5294117647058824,0.9975025463691152,0.5882352941176471,0.9774178175281716,Undefined,10,d,2,Optimist
114,17,0.6470588235294118,0.9366673818775626,0.35294117647058826,0.9366673818775626,0.4117647058823529,0.9774178175281716,0.4117647058823529,0.9774178175281716,Undefined,10,h,0,Undefined
115,17,0.47058823529411764,0.9975025463691152,0.7647058823529411,0.7871265862012691,0.8235294117647058,0.672294817075638,0.8823529411764706,0.5225593745369408,Envious,36,h,4,Envious
116,17,0.35294117647058826,0.9366673818775626,0.7647058823529411,0.7871265862012691,0.5294117647058824,0.9975025463691152,0.7058823529411765,0.8739810481273578,Optimist,37,d,2,Optimist
117,17,0.7058823529411765,0.8739810481273578,0.7647058823529411,0.7871265862012691,0.47058823529411764,0.9975025463691152,0.47058823529411764,0.9975025463691152,Optimist,36,d,2,Optimist
118,17,0.5294117647058824,0.9975025463691152,0.7058823529411765,0.8739810481273578,0.5294117647058824,0.9975025463691152,0.5294117647058824,0.9975025463691152,Optimist,10,h,2,Optimist
119,17,0.7647058823529411,0.7871265862012691,0.8235294117647058,0.672294817075638,0.5294117647058824,0.9975025463691152,0.5294117647058824,0.9975025463691152,Optimist,42,h,2,Optimist
120,17,0.17647058823529413,0.672294817075638,0.5294117647058824,0.9975025463691152,0.8235294117647058,0.672294817075638,0.8823529411764706,0.5225593745369408,Envious,29,d,4,Envious
121,17,0.4117647058823529,0.9774178175281716,0.5882352941176471,0.9774178175281716,0.6470588235294118,0.9366673818775626,0.8235294117647058,0.672294817075638,Envious,42,h,4,Envious
122,17,0.35294117647058826,0.9366673818775626,0.7058823529411765,0.8739810481273578,0.5294117647058824,0.9975025463691152,0.8235294117647058,0.672294817075638,Envious,29,h,4,Envious
123,17,0.6470588235294118,0.9366673818775626,0.6470588235294118,0.9366673818775626,0.5882352941176471,0.9774178175281716,0.5294117647058824,0.9975025463691152,Undefined,10,h,3,Trustful
